Running from this directory: /cluster/work/simennes/Project_thesis/Project_thesis
Name of job: tune_params
ID of job: 23134776
The job was run on these nodes: idun-07-07
[I 2025-10-17 13:09:10,215] Trial 0 finished with value: 0.12883757602187879 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.199031432379812, 'batch_norm': True, 'lr': 1.8408544111075837e-06, 'weight_decay': 5.5136510071208614e-05, 'epochs': 336, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 0 with value: 0.12883757602187879.
[I 2025-10-18 09:51:29,244] Trial 45 finished with value: 0.20906509893946376 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.19955082794761492, 'batch_norm': False, 'lr': 9.754813784332074e-06, 'weight_decay': 1.2469884867466687e-06, 'epochs': 156, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 45 with value: 0.20906509893946376.
[I 2025-10-18 09:52:37,074] Trial 46 finished with value: 0.17731010523693394 and parameters: {'hidden_dims': '[256, 128, 64]', 'dropout': 0.20420196479634992, 'batch_norm': False, 'lr': 1.3649661967766724e-05, 'weight_decay': 1.9939924449100463e-06, 'epochs': 158, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 45 with value: 0.20906509893946376.
[I 2025-10-18 09:54:30,917] Trial 47 finished with value: 0.18796599337450687 and parameters: {'hidden_dims': '[512, 256]', 'dropout': 0.11048407992938701, 'batch_norm': False, 'lr': 3.797677217083671e-05, 'weight_decay': 1.1730786840616458e-06, 'epochs': 131, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 45 with value: 0.20906509893946376.
[I 2025-10-18 09:56:01,979] Trial 48 finished with value: 0.16493700810169426 and parameters: {'hidden_dims': '[512, 64]', 'dropout': 0.1215085197312227, 'batch_norm': False, 'lr': 9.865190674819351e-06, 'weight_decay': 4.168891383220887e-06, 'epochs': 103, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 8, 'weighted_edges': True, 'symmetrize_mode': 'mutual'}. Best is trial 45 with value: 0.20906509893946376.
[I 2025-10-18 09:57:51,199] Trial 49 finished with value: 0.20752840894165794 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.18959352226946946, 'batch_norm': False, 'lr': 2.2688330466887813e-05, 'weight_decay': 7.059644183934026e-06, 'epochs': 270, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 45 with value: 0.20906509893946376.
[I 2025-10-18 09:58:53,227] Trial 50 finished with value: 0.17964490254683094 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.24326763502588, 'batch_norm': False, 'lr': 0.0003201464585770352, 'weight_decay': 9.874505142553118e-06, 'epochs': 148, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 45 with value: 0.20906509893946376.
[I 2025-10-18 10:00:42,710] Trial 51 finished with value: 0.20080540989436158 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.1933459446563412, 'batch_norm': False, 'lr': 2.2785655671674384e-05, 'weight_decay': 6.918990985694308e-06, 'epochs': 270, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 45 with value: 0.20906509893946376.
[I 2025-10-18 10:02:37,663] Trial 52 finished with value: 0.21468965848073662 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.15141980232999153, 'batch_norm': False, 'lr': 4.9802920689418214e-05, 'weight_decay': 1.4023853166110325e-05, 'epochs': 285, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 52 with value: 0.21468965848073662.
[I 2025-10-18 10:04:36,892] Trial 53 finished with value: 0.2154156122166766 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.1439310515183293, 'batch_norm': False, 'lr': 3.218868973111952e-05, 'weight_decay': 1.5661973491566707e-05, 'epochs': 295, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 53 with value: 0.2154156122166766.
[I 2025-10-18 10:06:45,892] Trial 54 finished with value: 0.22061513284058518 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.21488702529674855, 'batch_norm': False, 'lr': 5.3848381733949636e-05, 'weight_decay': 1.8766623643450832e-05, 'epochs': 322, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 54 with value: 0.22061513284058518.
[I 2025-10-18 10:08:58,588] Trial 55 finished with value: 0.23939979665998778 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.21950844134631076, 'batch_norm': False, 'lr': 0.00010214000809197964, 'weight_decay': 1.7636867959864495e-05, 'epochs': 332, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:11:04,010] Trial 56 finished with value: 0.17924637410775582 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.2900996368951569, 'batch_norm': False, 'lr': 0.00011259265808366706, 'weight_decay': 1.3607523172036592e-05, 'epochs': 322, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:13:15,589] Trial 57 finished with value: 0.221618339704077 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.22573497819127053, 'batch_norm': False, 'lr': 5.518317117578974e-05, 'weight_decay': 3.7881534620287356e-05, 'epochs': 329, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:15:35,206] Trial 58 finished with value: 0.2040896416567164 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.21925389778168722, 'batch_norm': False, 'lr': 5.9673893559379344e-05, 'weight_decay': 0.00011954847685141629, 'epochs': 350, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:17:52,321] Trial 59 finished with value: 0.060115190592475755 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.2585574555634469, 'batch_norm': True, 'lr': 5.047290959757594e-05, 'weight_decay': 3.779253962243961e-05, 'epochs': 332, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:19:52,906] Trial 60 finished with value: 0.21042161264235354 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.34124855747245697, 'batch_norm': False, 'lr': 0.00010688978634072468, 'weight_decay': 1.8750932109199157e-05, 'epochs': 302, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:21:53,967] Trial 61 finished with value: 0.21809336333216298 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3536450601796286, 'batch_norm': False, 'lr': 0.00010564007082215651, 'weight_decay': 1.8415632818975663e-05, 'epochs': 303, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:23:55,484] Trial 62 finished with value: 0.20571066210175878 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.40749386957807915, 'batch_norm': False, 'lr': 0.00022689797200828578, 'weight_decay': 1.9938850165462526e-05, 'epochs': 303, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:26:07,437] Trial 63 finished with value: 0.2239989356670017 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3669728592805401, 'batch_norm': False, 'lr': 0.00010680156040756882, 'weight_decay': 4.2812830591773e-05, 'epochs': 332, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:28:19,857] Trial 64 finished with value: 0.22647054717942158 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3746708106733299, 'batch_norm': False, 'lr': 0.0001942321097202566, 'weight_decay': 4.363368228796995e-05, 'epochs': 333, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:30:34,687] Trial 65 finished with value: 0.2202616737605524 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.414108852315546, 'batch_norm': False, 'lr': 0.00021802679901558437, 'weight_decay': 3.896858913458527e-05, 'epochs': 338, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:32:46,767] Trial 66 finished with value: 0.17018569892442129 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.4209277613445106, 'batch_norm': False, 'lr': 0.00019406260651361602, 'weight_decay': 8.913511664533595e-05, 'epochs': 339, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:34:53,176] Trial 67 finished with value: 0.15770512735351588 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3751052268573752, 'batch_norm': False, 'lr': 0.0003099805416215902, 'weight_decay': 4.3784977789761294e-05, 'epochs': 330, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 2, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:37:08,690] Trial 68 finished with value: 0.18204863165989693 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3330191130170688, 'batch_norm': False, 'lr': 0.0001467702253128263, 'weight_decay': 6.616616133763182e-05, 'epochs': 340, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:39:12,795] Trial 69 finished with value: 0.21394031684410902 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.38024630772280305, 'batch_norm': False, 'lr': 0.00010004025287759545, 'weight_decay': 4.827294717990929e-05, 'epochs': 310, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:41:22,479] Trial 70 finished with value: 0.1993159685367759 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.4338681133961224, 'batch_norm': False, 'lr': 0.0002626226719272925, 'weight_decay': 8.328811212959565e-05, 'epochs': 326, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:43:38,219] Trial 71 finished with value: 0.14920061571206922 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.35913747712544275, 'batch_norm': False, 'lr': 0.0004174418855690371, 'weight_decay': 2.3669462101384162e-05, 'epochs': 342, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:45:46,140] Trial 72 finished with value: 0.2032880713525479 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.39115892036611377, 'batch_norm': False, 'lr': 6.730465850127734e-05, 'weight_decay': 3.1805206916275175e-05, 'epochs': 313, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:49:49,901] Trial 73 finished with value: 0.18149815074606696 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.4485047651637979, 'batch_norm': False, 'lr': 0.0001384431585596823, 'weight_decay': 9.87845238172648e-06, 'epochs': 296, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:52:01,308] Trial 74 finished with value: 0.20987484975884801 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.49069396508161994, 'batch_norm': False, 'lr': 0.00017579498489673844, 'weight_decay': 2.4401007758155767e-05, 'epochs': 331, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:53:53,595] Trial 75 finished with value: 0.2263593893755389 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.32337534876783475, 'batch_norm': False, 'lr': 8.579909751040601e-05, 'weight_decay': 0.00019017488825531537, 'epochs': 280, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:55:50,609] Trial 76 finished with value: 0.11091167137442112 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.31442092813729994, 'batch_norm': True, 'lr': 8.094197968775023e-05, 'weight_decay': 0.00031466545279107004, 'epochs': 281, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 10:58:08,870] Trial 77 finished with value: 0.1466231479742484 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.28489243079588955, 'batch_norm': False, 'lr': 0.0008762327680828542, 'weight_decay': 0.00017416781578059434, 'epochs': 349, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:00:12,025] Trial 78 finished with value: 0.2045327663757427 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3503160048218554, 'batch_norm': False, 'lr': 8.95550619463247e-05, 'weight_decay': 0.0004945643053365598, 'epochs': 309, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:01:26,118] Trial 79 finished with value: 0.14619339575072404 and parameters: {'hidden_dims': '[128, 64]', 'dropout': 0.40777990409232107, 'batch_norm': False, 'lr': 0.0006232367326588259, 'weight_decay': 0.00013560010961939629, 'epochs': 324, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:03:36,467] Trial 80 finished with value: 0.15756622087352248 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.31526397341253126, 'batch_norm': False, 'lr': 6.594610377030078e-05, 'weight_decay': 3.4699402815643e-05, 'epochs': 335, 'loss': 'mae', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'mutual'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:05:34,527] Trial 81 finished with value: 0.22019886723268953 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3715503793064365, 'batch_norm': False, 'lr': 4.100282993019681e-05, 'weight_decay': 1.3804782160975103e-05, 'epochs': 293, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:07:42,448] Trial 82 finished with value: 0.2088745098067771 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3725936190789755, 'batch_norm': False, 'lr': 4.113869613847958e-05, 'weight_decay': 5.2555384471686605e-05, 'epochs': 319, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:09:34,513] Trial 83 finished with value: 0.21118997565074324 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3918207481509886, 'batch_norm': False, 'lr': 0.0001225253096130241, 'weight_decay': 2.0523866550531255e-05, 'epochs': 279, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:11:38,207] Trial 84 finished with value: 0.2043434656901931 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.340155801199899, 'batch_norm': False, 'lr': 0.00016171937784123364, 'weight_decay': 1.2560618436175802e-05, 'epochs': 309, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:15:14,101] Trial 85 finished with value: 0.19459155817326126 and parameters: {'hidden_dims': '[512, 128]', 'dropout': 0.42213374732515235, 'batch_norm': False, 'lr': 5.7801802939493856e-05, 'weight_decay': 3.99217608555543e-05, 'epochs': 261, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:17:30,514] Trial 86 finished with value: 0.20802098253375123 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.3316228855218302, 'batch_norm': False, 'lr': 9.698640158353427e-05, 'weight_decay': 6.473314114181244e-05, 'epochs': 342, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 10, 'weighted_edges': True, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
[I 2025-10-18 11:19:40,435] Trial 87 finished with value: 0.19486963932160556 and parameters: {'hidden_dims': '[256, 128]', 'dropout': 0.23074137514329343, 'batch_norm': False, 'lr': 0.00019974496931686003, 'weight_decay': 2.6167043777510773e-05, 'epochs': 326, 'loss': 'mse', 'optimizer': 'adam', 'graph_on': True, 'source': 'grm', 'knn_k': 9, 'weighted_edges': False, 'symmetrize_mode': 'union'}. Best is trial 55 with value: 0.23939979665998778.
